,Living Environment Score,Crime Score,Health Deprivation and Disability Score,Barriers to Housing and Services Score,"Education, Skills and Training Score",Employment Score (rate),Income Score (rate),Index of Multiple Deprivation (IMD) Score,Outdoors Sub-domain Score,safety,wealth,boring,depressing,lively,walk,beauty,lsoa
2205,13.449,-0.199,-0.375,17.447,21.185,0.075,0.122,14.889,0.038,5.914751251712116,5.450090137111047,5.57150047470909,5.25614163344604,5.275935051222556,5.262599924766341,5.139223492301707,E01002258
2206,12.728,-0.213,-1.004,10.521,14.267,0.043,0.065,7.442,0.344,5.726586903211064,5.263798558738091,5.642211121855471,5.033049345799035,5.049876045867703,5.211346283261572,5.71625419805556,E01002259
2207,13.69,0.233,-1.156,23.367,22.532,0.057,0.066,12.075,0.414,5.758052738858204,5.341846767009473,5.582322568285699,5.167611887057622,5.277315068478678,5.217479610559987,5.33198494537204,E01002260
2208,25.072,0.17,-0.47,17.082,20.306,0.062,0.081,13.701,0.474,5.749139487368506,5.314161261672494,5.496896023270469,5.310773099743345,5.385972048501548,5.137511701703821,4.983231972598429,E01002261
2209,19.854,0.168,-0.525,21.071,19.877,0.081,0.106,16.019,0.338,5.831526950995127,5.547441307703654,5.54461500512229,5.15712641676267,5.413586157560348,5.218225244018766,5.15613379213545,E01002262
2210,10.894,-0.286,-0.906,16.241,16.727,0.051,0.047,7.854,0.156,5.831982341514626,5.459678524641821,5.601002709514598,5.229126886062816,5.159309103404205,5.21267239635971,5.251137092028777,E01002263
2211,19.819,0.119,0.175,25.892,35.488,0.16,0.245,32.066,0.557,5.777920690782231,5.294252274226557,5.566077988571916,5.148211145693539,5.275729245203404,5.33296894807757,5.22676322869728,E01002264
2212,17.556,-0.671,-0.233,18.583,14.465,0.061,0.086,11.656,0.251,5.857783649365107,5.357107618451119,5.721714052557945,5.185418717066447,5.269993009169896,5.211984942356746,5.281647343436877,E01002265
2213,18.407,0.362,-0.241,14.866,33.473,0.062,0.073,15.126,0.443,5.836436132284312,5.408385912577312,5.536504539465293,5.091878020457733,5.35300888526134,5.272853354918651,5.307320481691605,E01002266
2214,13.47,0.291,0.057,27.571,26.401,0.138,0.178,26.107,0.185,5.613677843050524,5.4027025306766685,5.711261600255966,5.478026037866419,5.161413661458275,5.048577934503555,5.000718555667183,E01002267
2215,11.147,-0.088,-0.609,23.509,14.009,0.067,0.072,11.623,0.209,6.017404599510944,5.52641958152692,5.476496669294921,4.935743412205593,5.451624840652387,5.476180360724889,5.6171009744387215,E01002268
2216,8.298,-0.418,-1.058,20.361,14.423,0.048,0.075,8.709,-0.082,5.927940244134138,5.481137251081737,5.505553400468247,4.9641671957757305,5.305570608208536,5.359731903442969,5.500716352269717,E01002269
2217,8.043,-0.491,-1.43,29.383,7.72,0.029,0.045,6.589,0.064,6.164988126951394,5.83081206791999,5.272840580989405,4.832471293272431,5.546206189185074,5.568155969131444,5.922899059823289,E01002270
2218,9.427,-0.869,-1.076,30.212,11.032,0.044,0.044,7.906,0.25,6.160532636825855,5.860434289161976,5.3702313955013565,4.825051254492539,5.515007009873023,5.560239850557768,5.818656911758276,E01002271
2219,24.232,-0.25,-0.438,11.583,12.437,0.048,0.061,9.268,0.458,6.0611414897073175,5.628776134903898,5.247341473692472,5.077470714898453,5.554758821566081,5.298451403981631,5.379723999303641,E01002272
2220,7.948,-0.736,-0.961,30.183,17.26,0.06,0.054,10.411,0.051,6.079271494125833,5.746609589883259,5.406898053324952,4.988207201568448,5.436377514381798,5.454356654566162,5.58585802511293,E01002273
2221,11.489,-0.518,-1.031,18.859,12.994,0.048,0.056,7.551,0.283,6.106048967387225,5.723624161771826,5.335386744490615,4.991312706792677,5.466587721764505,5.349190796280767,5.525852799415588,E01002274
2222,9.631,-0.554,-1.005,23.468,14.683,0.057,0.043,8.32,0.176,6.115712673144233,5.782447520503424,5.347308669771467,4.917803328288229,5.375216722488403,5.437763564568713,5.649601024792607,E01002275
2223,16.13,0.825,-0.144,42.294,37.476,0.102,0.171,29.634,0.27,5.687259431776962,5.267528214832631,5.640778281097489,5.134644902576276,4.988300222691482,5.144451555924687,5.598796264185169,E01002276
2224,18.184,1.337,0.04,28.854,52.99,0.131,0.167,33.413,0.524,5.688420710625587,5.3060721224778655,5.726773647905945,5.2473050355911255,5.010528969300258,5.040297243889276,5.360565595812612,E01002277
2225,12.946,0.719,-0.051,28.956,51.162,0.154,0.206,33.021,0.142,5.84511071588935,5.509177378038081,5.495696179750489,5.111758964817699,5.361400622420195,5.208933761933955,5.341182520476783,E01002278
2226,13.368,0.471,-0.135,27.193,34.252,0.121,0.163,25.274,0.081,5.849561932860621,5.582767852884254,5.4727909651813125,5.136888393503151,5.291298389434815,5.1378458533066,5.3774615534094,E01002279
2227,11.147,0.982,0.776,34.045,51.88,0.22,0.339,49.966,0.016,5.850003012691635,5.440972172112828,5.45927917526429,5.128978846063576,5.308433929121638,5.0730386048435685,5.1038498227376055,E01002280
2228,13.369,0.783,0.177,27.337,41.97,0.154,0.236,33.762,0.091,5.788578506366748,5.447833760803294,5.473355513783128,5.105120490974104,5.22779845687705,5.172913253027509,5.504338260547656,E01002281
2229,14.008,1.295,0.088,25.771,51.406,0.169,0.282,40.164,0.251,5.827098568474375,5.412460521953862,5.480471677314944,5.150609407192324,5.351039064221266,5.135285703728838,5.1821147308117,E01002282
2230,17.888,0.875,0.495,26.941,34.196,0.127,0.186,30.523,0.266,5.758550231032747,5.3391881885751,5.571952020461636,5.222803192305495,5.18630575160591,5.174132994938175,5.349485450166307,E01002283
2231,14.685,1.371,0.114,23.921,31.451,0.127,0.177,29.637,0.323,5.977028483775125,5.496026860540779,5.535630583170041,5.1323466650882175,5.249054571882409,5.2096797026211945,5.355116554160617,E01002284
2232,13.035,-0.594,-0.61,16.986,16.784,0.034,0.048,7.135,0.201,5.913215449787079,5.574749330785823,5.486354263708553,5.195656367801727,5.358463725941704,5.318532980062107,5.220675057268398,E01002285
2233,9.263,-1.215,-1.158,23.959,12.477,0.03,0.029,5.332,0.114,5.919932485358116,5.636954004047839,5.513460585676088,5.210294241554166,5.407277853211011,5.222424500559005,5.177295767456476,E01002286
2234,22.6,-0.041,-0.996,14.576,16.907,0.044,0.056,9.054,0.421,5.942816873959132,5.5932972473757605,5.4330704501697,5.221957240785871,5.5584772399493625,5.293747816767011,5.207798110587256,E01002287
2235,9.236,-1.097,-1.383,25.209,14.145,0.042,0.035,6.5,0.194,5.8795935628460905,5.641321895169277,5.5029107490006615,5.184624473838245,5.333648419847675,5.228440104746351,5.21317819403667,E01002288
2236,14.871,-0.66,-1.142,15.653,18.872,0.057,0.068,9.285,0.216,6.008454813928661,5.501810143093863,5.331960217681473,5.18891934720342,5.43438112093303,5.335141117701274,5.248903527945101,E01002289
2237,11.476,-0.103,-0.631,13.336,14.691,0.049,0.048,7.741,0.213,6.047094747981923,5.7007995710015935,5.403155741207103,5.0657017517854825,5.435803172422603,5.339468350384962,5.22118191986798,E01002290
2238,24.03,-0.397,-1.044,17.741,13.891,0.052,0.065,9.644,0.201,6.000570066478274,5.569341842734485,5.216905815885701,5.029590553099956,5.513284827591082,5.367088170773393,5.369178289667182,E01002291
2239,12.019,-0.065,-0.341,25.127,25.403,0.095,0.12,18.192,0.079,5.961300293604533,5.551743406625021,5.462049693815292,5.005346531432773,5.3287358246152365,5.339164378151061,5.385166084955609,E01002292
2240,20.896,-0.076,-0.347,30.959,17.705,0.072,0.116,17.286,0.275,5.719048353933519,5.274423296275776,5.502673452900302,5.160200109130226,5.283430455741795,5.234261769578204,5.307155092465713,E01002293
2241,11.059,0.031,-0.871,20.708,10.876,0.043,0.074,9.006,0.071,5.982883521211826,5.510880043351554,5.4308551201006265,4.9893929071542695,5.448091775905795,5.372374288434905,5.545994890899193,E01002294
2242,11.168,0.312,-0.666,29.146,13.958,0.072,0.124,16.189,0.308,5.966334270627312,5.579767493719466,5.386499992917093,5.044291944316264,5.518964905417367,5.4196504193745305,5.467759480637111,E01002295
2243,16.874,-0.068,-0.733,31.438,15.27,0.063,0.069,13.232,0.117,5.783575182601458,5.21972717801802,5.539939038982841,4.932281520751773,5.072278771772576,5.236495521237327,5.869034954077968,E01002296
2244,19.469,0.459,0.662,33.349,39.879,0.186,0.244,38.58,0.273,5.912568087008462,5.33259142601668,5.485424309524138,5.097830897836543,5.260326792944723,5.301091014449276,5.349470751499062,E01002297
2245,15.493,-0.144,-0.744,20.423,14.964,0.063,0.085,11.631,0.07,5.802898122665079,5.302350352792179,5.410479933182823,5.140196664448091,5.322718404831096,5.306439697423721,5.326291567501538,E01002298
2246,17.524,0.191,-0.224,27.119,29.801,0.086,0.123,19.999,0.361,5.983139124976264,5.513317830297682,5.482591394318475,5.016792935265436,5.306932435035706,5.340745601124234,5.603921881781684,E01002299
2247,18.243,0.16,-0.639,18.848,8.772,0.057,0.07,10.482,0.488,6.072021304364185,5.577287779754424,5.413741053347607,5.046902267329664,5.490968059823216,5.392614739008218,5.542753155930454,E01002300
2248,12.905,-0.024,-0.909,15.999,26.216,0.065,0.075,12.127,0.11,5.87680969116794,5.597281866012865,5.565124447937984,5.2460733059864895,5.324771325299694,5.233887457543878,5.182038013342839,E01002301
2249,15.672,0.319,-0.489,14.636,34.998,0.08,0.132,18.365,0.109,5.869707800955048,5.519338077275541,5.493351355897194,5.149125923036904,5.3874615886448565,5.159574016850656,5.062803310249488,E01002302
2250,14.302,0.035,0.06,31.963,39.252,0.15,0.224,31.035,0.24,5.950325148446219,5.519865021561131,5.595866853024536,5.018395185986639,5.296385596840929,5.270903560506317,5.396403366353089,E01002303
2251,15.435,0.516,0.322,36.997,37.303,0.075,0.07,22.295,0.165,5.697207250528866,5.26208238883151,5.578241748114427,4.914493977816568,5.039337588888076,5.341857202351093,5.933267933213049,E01002304
2252,9.018,0.306,-0.089,23.749,27.562,0.089,0.101,18.156,-0.141,5.5398805015167945,5.1827529401092205,5.6647383030188285,5.325289851528103,4.983469041727357,5.007954005467689,5.28650596788374,E01002305
2253,15.032,0.175,0.274,28.579,46.086,0.133,0.222,31.249,0.075,5.691538526461675,5.304029818910819,5.693921608420519,5.26921314230332,5.162775278091431,5.18247765646531,4.973982240145023,E01002306
2254,10.696,-0.005,-0.116,24.04,34.673,0.087,0.14,20.131,-0.124,5.853220505680111,5.607506035900802,5.445059874074922,5.082091722557013,5.3660755912177,5.244021772480697,5.119461888031994,E01002307
2255,10.54,0.09,-0.395,25.821,35.179,0.14,0.164,24.518,0.185,5.587443907796754,5.184053056014865,5.669462203979492,5.431770119682585,5.09682584119542,5.085951578345283,5.017494090605248,E01002308
2256,13.863,0.713,-0.066,19.214,28.932,0.101,0.161,22.808,0.051,5.794383677860234,5.408578853479168,5.525178386861046,5.218991033182848,5.305656449106715,5.138421167463264,5.091408385526414,E01002309
2257,13.298,1.046,0.837,31.333,35.884,0.176,0.248,39.544,0.473,5.647956347236266,5.199885881290986,5.641751880256029,5.340706225198049,5.169488744666944,5.049286593038302,5.049612181691023,E01002310
2258,14.293,0.289,0.185,27.144,37.543,0.121,0.163,26.235,0.31,5.705510310737454,5.364984551254584,5.615503854167705,5.163679439194349,5.123722470049955,5.115625810623169,5.399001366751534,E01002311
2259,15.616,0.411,-0.142,37.83,40.258,0.115,0.158,27.707,0.118,5.753079920686702,5.363469590422928,5.578757192498895,5.1278785191556455,5.15959430445907,5.25120646274218,5.477963462952645,E01002312
2260,17.662,0.053,-0.307,36.79,40.182,0.111,0.147,25.67,0.208,5.81179720245748,5.380335936897911,5.643695578597108,5.214048294427758,5.157844155065475,5.116742034112254,5.320417574473789,E01002313
2261,12.515,1.023,0.541,30.418,48.122,0.153,0.284,39.909,0.35,5.732659977717991,5.373320489904306,5.651276048952646,5.315991929847828,5.153610959540319,5.013935078669639,5.004061699783715,E01002314
2262,13.86,0.68,-0.048,23.596,32.578,0.104,0.133,22.92,0.219,5.620872236433483,5.320856921256534,5.641019498545026,5.426815074587625,5.179044551319546,4.970455251988911,4.956703512441544,E01002315
2263,9.139,0.691,0.437,32.715,45.787,0.178,0.3,40.727,0.072,5.48960583905379,5.073717130555047,5.712753465606107,5.497840940952301,5.02660157945421,4.844610890580548,4.79628139320347,E01002316
2264,12.96,-0.27,-1.141,17.118,12.396,0.031,0.029,5.481,0.424,6.084844641949064,5.623445125680473,5.324314939915834,4.928318190814263,5.6238452321919965,5.444748046410144,5.549082092304325,E01002317
2265,13.76,-0.84,-1.011,19.907,16.565,0.054,0.056,8.47,0.181,6.004503098087034,5.468745781027752,5.293740424557009,5.123124441374904,5.550735391568447,5.398331217143847,5.306052201036094,E01002318
2266,22.052,0.199,-0.46,21.959,15.949,0.08,0.125,16.802,0.52,5.843723376972253,5.479772592275337,5.435413370862532,5.148413830967041,5.365420266201622,5.256617492465882,5.2226628207704096,E01002319
2267,18.458,0.354,-0.918,17.079,15.213,0.035,0.05,8.93,0.652,6.047569915171592,5.573412273199327,5.376280591372521,5.14080778245003,5.573078143981196,5.342007184220899,5.276240533398044,E01002320
2268,14.45,0.275,-1.222,24.314,15.738,0.043,0.046,9.518,0.598,6.023241364707549,5.552783855133587,5.322630291597711,4.984847911530071,5.501485372583072,5.426211841818359,5.613422656638755,E01002321
2269,16.56,-0.796,-1.08,19.269,16.516,0.046,0.048,7.706,0.54,5.843241475522518,5.33605466876179,5.4794775187037885,5.216215943917632,5.473602202255279,5.346834251191467,5.207881539128721,E01002322
2270,17.619,0.374,-0.73,29.496,18.843,0.045,0.042,11.889,0.561,6.043457233648506,5.424383984195242,5.215884706956877,5.025612421172986,5.641345912604023,5.4577455400562975,5.393498664279636,E01002323
2271,11.509,0.169,0.098,32.918,25.386,0.103,0.125,22.052,0.232,5.885684022655735,5.266066421161998,5.497912663143951,5.1390251385701164,5.417746997498846,5.329766405867292,5.235041860636178,E01002324
2272,18.469,0.347,-0.323,21.588,49.585,0.115,0.184,26.639,0.605,5.755447140303991,5.23762640324972,5.652120402423284,5.2607475134634205,5.272854183950732,5.081313346662829,5.009187759250723,E01002325
2273,20.288,0.398,-0.359,17.957,28.541,0.094,0.129,19.584,0.494,5.74040842371365,5.386377472709454,5.532410403705378,5.217874207685697,5.3866146676865965,5.182925299925951,5.069297698625909,E01002326
2274,19.968,0.012,-0.52,24.689,23.691,0.077,0.08,15.455,0.431,5.935626693800384,5.536455858766643,5.452964895690968,5.161430824036692,5.478991743006738,5.30349230298809,5.272420634631238,E01002327
2275,17.656,0.142,-0.63,18.684,16.586,0.044,0.059,10.024,0.478,5.837752485543154,5.35592590088255,5.406432234839107,5.158751782406582,5.431364187363828,5.224992745378044,5.1801375123891935,E01002328
2276,24.792,0.238,-0.81,23.512,25.111,0.064,0.09,15.543,0.436,5.876200862504818,5.438166499137878,5.524672699195367,5.219990460960953,5.44885109199418,5.147609468411516,5.224003696331272,E01002329
2277,21.295,0.011,-0.267,30.362,26.647,0.071,0.121,18.943,0.418,5.909322711729234,5.437335624810188,5.551906893330235,5.184735012631262,5.409620548448255,5.236105145946626,5.261172100420921,E01002330
2278,16.635,0.413,-0.578,20.896,28.751,0.065,0.085,15.434,0.481,5.686108181055855,5.215951600495507,5.596497800770928,5.305742903316722,5.21819750140695,5.129834217884961,5.131661980292376,E01002331
2279,12.418,-0.129,-0.828,21.959,30.76,0.065,0.105,14.821,0.166,5.843592258879376,5.5098801518454765,5.536628162800358,5.277881609606864,5.303136562938012,5.214484074999233,5.164348167816394,E01002332
2280,12.429,-0.417,-1.037,16.891,26.418,0.043,0.045,8.49,0.375,6.032524930803399,5.615857621033986,5.384540533810331,4.985169910548026,5.484333391775165,5.340859764500668,5.444881719455385,E01002333
2281,11.144,0.238,-1.172,28.58,15.848,0.041,0.076,11.33,0.406,6.023431023075792,5.558005425513303,5.522477899376506,4.926329668066905,5.344956885777777,5.3322680064805255,5.6294555172196095,E01002334
2282,14.533,-0.385,-0.5,25.203,27.142,0.073,0.121,16.434,0.299,5.886599516496062,5.462498186156154,5.486905287019908,5.256643059663475,5.385510569438338,5.260577934794128,5.191132363863289,E01002335
2283,22.319,-0.379,-0.859,20.999,30.55,0.048,0.083,13.0,0.423,6.012592118945929,5.593536393889964,5.462777497989884,5.060386208888612,5.51531784521426,5.351911163069511,5.331095815356312,E01002336
2284,16.156,0.418,-0.578,30.111,12.493,0.052,0.081,13.698,0.688,6.107096325656224,5.770441287301581,5.420689857594101,4.813448028535943,5.420385668986937,5.483731433058711,6.000351343810648,E01002337
2285,15.769,0.267,-0.757,13.84,22.124,0.062,0.065,11.62,0.289,5.885822920636698,5.519120072099296,5.394680028611964,5.23071342300285,5.3666672083464535,5.251125081696293,5.226461578499187,E01002338
2286,11.22,-0.208,-1.202,19.035,11.612,0.032,0.035,5.785,0.296,6.101211930696781,5.82079164741131,5.319663769350602,4.964009312482981,5.473338007926941,5.407021524814459,5.592870203348307,E01002339
2287,18.359,-0.264,-0.896,16.99,13.69,0.052,0.055,8.668,0.794,5.982213940885332,5.626778552929561,5.338577426142162,5.082109381755193,5.540595273176829,5.223134281458678,5.331107118615398,E01002340
2288,10.748,-0.492,-0.638,23.831,22.477,0.059,0.055,10.788,0.18,5.861114551684608,5.537390417847897,5.482637490962912,5.092599064294546,5.297927932505227,5.277178566880021,5.297161059876893,E01002341
2289,21.131,0.421,-0.245,18.567,26.359,0.088,0.135,19.728,0.608,5.873407440159911,5.404089440581619,5.247738097303657,5.174638414254752,5.426258346726818,5.375825173111372,5.425122096974363,E01002342
2290,11.401,0.208,-0.811,14.801,28.834,0.073,0.073,13.207,0.329,5.913641278722645,5.403491545039995,5.43914249671244,5.021452178469802,5.393751152848775,5.423011274464362,5.405564415243875,E01002343
2291,19.582,0.468,-0.601,23.492,26.99,0.095,0.125,19.839,0.97,5.484267299064851,4.972081044389611,5.878929968076919,5.356182698920564,4.6855400229673485,4.956194397250754,5.28607305957681,E01002344
2292,34.024,0.929,-0.319,23.581,31.431,0.127,0.213,30.318,0.66,5.737080172647404,5.365726179714445,5.470084012309207,5.23293410826333,5.223955702178086,5.123832676984087,5.174839985521534,E01002345
2293,21.911,0.592,0.07,20.607,34.185,0.111,0.17,25.573,0.457,5.935668435590021,5.404491949903554,5.386847666214252,5.165282865228324,5.462765997853772,5.24848538431628,5.30893719854026,E01002346
2294,17.604,0.553,-0.759,22.394,21.619,0.065,0.073,14.333,0.082,5.86231761474114,5.447138523126577,5.353440481346923,5.011798076041333,5.459185769031574,5.400358205491846,5.413610582227831,E01002347
2295,11.387,-0.703,-1.037,16.855,31.733,0.055,0.056,10.11,0.292,5.64595897432784,5.103033062997558,5.663086374320894,5.105625657128616,4.966542245076855,5.193358399218797,5.675310522737638,E01002348
2296,10.947,-0.374,-0.384,17.332,24.417,0.078,0.096,13.9,0.058,5.818424975933806,5.317272829885927,5.389386941114238,5.113548378252612,5.310092813610413,5.380363255584796,5.372194547109653,E01002349
2297,27.289,0.923,0.04,25.755,23.711,0.108,0.165,26.331,0.792,5.709657719349974,5.339181309627696,5.540446613072219,5.328989367349453,5.3416778453718425,5.179517078738642,5.147933654310579,E01002350
2298,29.274,0.106,-0.916,13.781,19.769,0.052,0.072,11.81,0.337,5.9288086645530935,5.34643366987055,5.3334043069319295,5.055014112501434,5.525140516685717,5.348935949441159,5.270631438313108,E01002351
2299,20.181,-0.031,0.083,18.046,12.999,0.101,0.128,17.934,0.407,5.92084918970085,5.457648304571588,5.431580453752035,5.083605028060545,5.495909590318979,5.3602158937109525,5.438199655837323,E01002352
2300,21.85,0.846,-0.734,26.315,11.661,0.063,0.078,15.297,0.475,5.905753563144314,5.669274769612213,5.344114698136031,5.088859594579953,5.490528982966693,5.342106157274388,5.450779335267508,E01002353
2301,12.133,-0.037,-1.467,16.973,6.519,0.031,0.036,5.021,0.447,6.102802001635234,5.691932527224223,5.3290768567721045,5.013812038103739,5.549454470475514,5.486060468355815,5.616038242181142,E01002354
2302,13.463,-0.713,-1.004,13.912,13.309,0.049,0.043,6.409,0.282,6.219115518121159,5.870824338408077,5.253235369570115,4.964668456947102,5.754391720715691,5.473006528966567,5.577576965444228,E01002355
2303,26.155,1.444,0.24,34.415,27.084,0.12,0.202,33.713,0.865,5.553317299496369,5.237233165051607,5.359128655565812,5.365493289093847,5.383293823356485,5.072922466845995,4.996015776409192,E01002356
2304,31.638,0.206,-0.554,19.598,25.52,0.062,0.1,16.44,0.704,5.789820847921813,5.347752669789144,5.42061486465252,5.231389267555136,5.419445224945119,5.187600087645827,5.171665683487393,E01002358
2305,17.049,-0.241,-0.807,14.242,13.324,0.038,0.046,7.02,0.511,6.042584264979643,5.680256352705114,5.288116385831552,5.048802387188463,5.551360054051175,5.379015570177751,5.36707322650096,E01002359
2306,17.501,0.315,-0.343,19.791,14.168,0.063,0.096,13.793,0.286,6.026425452665849,5.624234429814599,5.378179944645275,5.000265353918076,5.50327821969986,5.464876780184833,5.593748290430415,E01002360
2307,20.179,0.464,-0.23,20.418,25.434,0.084,0.129,19.361,0.393,5.889451409050812,5.417959663510738,5.319371549094596,5.137798829361121,5.433884753167422,5.28618123265509,5.320022804811856,E01002361
2308,14.053,-0.108,-1.294,11.301,12.618,0.041,0.057,6.861,0.356,6.0857539829454925,5.676692143239473,5.289269467404014,4.92656962055909,5.5572367479926665,5.45689612940738,5.559729192131444,E01002362
2309,13.514,-0.11,-0.413,22.93,27.766,0.085,0.142,18.359,0.252,5.977204110724794,5.514392095109437,5.401554218830507,5.038572739969733,5.458676250434361,5.442388465068092,5.454309478127883,E01002363
2310,15.021,-0.95,-1.072,14.116,16.116,0.045,0.054,6.955,0.248,6.079937126159668,5.558904013633728,5.227369548797608,5.045962500572204,5.587042030334473,5.466141986846924,5.4975077390670775,E01002364
2311,21.11,-0.018,-0.764,16.542,17.69,0.078,0.09,13.525,0.304,5.894582368232109,5.557899476171614,5.422255090765051,5.241444421244097,5.491549990198633,5.248051989185917,5.165832960927808,E01002365
2312,15.905,-0.212,-0.607,15.119,22.795,0.05,0.08,11.057,0.248,5.977318866211071,5.609688568533513,5.421729036590509,5.1307847248880485,5.5429479845783165,5.2979045562576825,5.242278913656871,E01002366
2313,14.992,0.421,-1.152,15.796,12.587,0.051,0.065,9.687,0.373,6.071795265651444,5.631890626786982,5.303447501173297,5.019751391364533,5.563559910626087,5.410469291858303,5.50060022282369,E01002367
2314,36.191,1.001,-0.055,29.329,41.834,0.179,0.243,39.103,1.474,5.5596744817845964,5.157263903056874,5.7084087775735295,5.419257881220649,5.001652473561904,4.860829312661115,4.960047795912799,E01002368
2315,13.95,0.563,-0.305,24.551,30.826,0.099,0.13,21.384,0.534,5.84556718952748,5.458002736555279,5.405060251114777,5.199509037133739,5.354112883299095,5.143253294143888,5.123708194790624,E01002369
2316,24.834,0.692,-0.147,27.13,28.796,0.146,0.198,29.558,0.509,5.620819561387268,5.16020298493307,5.694490277114973,5.302873984115102,4.929889967195169,4.970670149319078,5.184010660938217,E01002370
2317,19.905,0.618,-0.345,15.758,21.457,0.069,0.106,16.24,0.555,5.842418648926495,5.549551741830234,5.442146211422136,5.172780319974928,5.364114125961153,5.133602588047535,5.137210781938337,E01002371
2318,12.401,-0.287,-1.103,19.608,24.856,0.061,0.061,10.822,0.188,5.845464116209871,5.542775816850729,5.506272299306376,5.272139230808178,5.309724512633744,5.102055298698532,5.024443496357311,E01002372
2319,12.695,0.255,-0.567,15.738,23.931,0.065,0.098,13.847,0.347,5.7664998453783705,5.44880549519895,5.55608662567943,5.299764802656978,5.197809366576643,5.141753455242479,5.09241804157395,E01002373
2320,15.916,0.248,-0.37,18.407,20.355,0.083,0.123,16.712,0.202,5.83759279102087,5.534502650052309,5.475083927065134,5.296155735105276,5.3184252545237545,5.047932819277048,5.0971087038517,E01002374
2321,20.534,0.412,0.226,25.871,32.983,0.135,0.199,28.938,0.526,5.759217525612224,5.244382148981094,5.642404639720917,5.31978130069646,5.104748231714422,5.086297153342854,5.187395924871618,E01002375
2322,12.295,-0.139,-0.853,20.567,10.449,0.036,0.041,6.826,0.315,6.238816394927396,5.806421995922259,5.215461695270174,4.876393249080439,5.637520490937932,5.566504609053302,5.713723424133981,E01002376
2323,18.721,-0.01,-0.397,22.346,12.646,0.06,0.092,12.885,0.236,5.818216136332309,5.499771599465988,5.425688197550255,5.19710369904836,5.383134587427204,5.178204727530033,5.269966023691585,E01002377
2324,16.413,-0.291,-0.806,16.195,17.956,0.044,0.044,8.009,0.302,5.785408953014685,5.451408108278197,5.5811770515782495,5.355871085001498,5.394974241451341,5.138735057139884,5.129180602881373,E01002378
2325,18.477,-0.04,-1.11,14.613,8.896,0.036,0.048,6.561,0.649,6.057154023588584,5.67147791855441,5.3595476726005815,5.025522391784367,5.538397991598533,5.360351035747622,5.574271540336421,E01002379
2326,10.76,-0.163,-0.145,25.904,13.64,0.086,0.137,16.974,0.274,6.0424711165362845,5.678602105134154,5.392077338205625,5.00399511236034,5.518454179371873,5.3404282053856,5.477038910944168,E01002380
2327,18.317,0.102,-0.748,22.239,19.0,0.065,0.085,13.35,0.282,6.245718152434738,5.78011517877932,5.30314314895206,4.815352017791183,5.60805176364051,5.493839578275328,5.834872971640693,E01002381
2328,19.838,-0.248,-1.092,15.921,14.412,0.048,0.051,8.19,0.282,6.12210774566188,5.74613300742525,5.27388254367944,4.909904758135478,5.593783764405684,5.36854584867304,5.645264375571049,E01002382
2329,15.653,-0.131,-0.868,26.007,9.113,0.047,0.037,8.309,0.501,5.9101287206014,5.552056919611418,5.374834766143407,5.166080122727614,5.439726243263636,5.274516525635352,5.315101594802661,E01002383
2330,17.872,-0.022,-0.657,10.121,7.159,0.046,0.049,7.011,0.372,6.092146157043908,5.577241602789592,5.349934560911996,5.058272214945902,5.488519387879395,5.371149338524917,5.498695637792202,E01002384
2331,21.791,0.762,-1.174,41.389,10.478,0.038,0.031,13.766,0.869,5.56270645525586,5.032860465634909,5.741833991380541,5.082308432272433,4.790728212370109,5.097469600291571,5.855568506654813,E01002385
2332,18.274,0.149,-1.061,13.889,7.055,0.037,0.07,7.828,0.181,5.899476693351928,5.452334725816096,5.335760486410746,5.076164798931864,5.475547897124047,5.309237186005498,5.373581743484471,E01002386
2333,11.352,0.033,-1.613,9.625,6.231,0.038,0.033,4.519,0.026,6.011947789558998,5.655756875796196,5.360878468782474,4.949879873104584,5.375612660554739,5.355943373533395,5.569962912950761,E01002387
2334,9.815,-1.029,-1.681,12.496,5.176,0.027,0.016,2.326,0.037,6.259921594099565,5.823412604042978,5.213174864740083,4.891741239663326,5.555977632060196,5.549506291476163,5.6733939510403255,E01002388
2335,8.795,-0.213,-1.265,15.079,7.943,0.038,0.022,4.429,0.098,6.022556975792194,5.536197256219798,5.422286217377104,4.90364119924348,5.358181549351791,5.459043207250793,5.808696020882705,E01002389
2336,11.124,-0.676,-1.305,7.159,8.863,0.032,0.016,3.16,0.284,6.2241089757945804,6.013523607618279,5.172339307765166,4.939421239826414,5.7051389631297855,5.540333708127339,5.774665410319964,E01002390
2337,13.749,-0.541,-0.643,33.45,19.328,0.032,0.051,10.565,0.289,5.615053265355527,5.058792461641133,5.761590041220188,5.0535198062924405,4.838832497995879,5.128834735469094,5.689336161262223,E01002391
2338,14.363,0.877,0.291,36.719,36.419,0.148,0.229,35.128,0.645,6.006927053764383,5.465272723051606,5.425420781291982,4.964661560361347,5.415363217787768,5.490385316667103,5.68658678809171,E01002392
2339,24.707,0.974,-0.288,32.397,20.63,0.084,0.121,22.759,0.654,5.914036182947056,5.453717299046055,5.433878726215773,5.051566928304652,5.505648705267137,5.438501713096454,5.529276210774658,E01002393
2340,19.639,0.21,-0.405,32.436,21.939,0.072,0.127,18.977,0.713,5.771431729528639,5.391089811589983,5.434533699353536,5.137839187516106,5.473649912410313,5.146543351809184,5.123917988936106,E01002394
